country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-15,2,4,-1,1,2,0
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-16,3,7,2,1,0,0
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-17,-2,5,1,0,10,-2
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-18,-2,2,-1,-3,10,-2
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-19,-5,0,1,-3,8,-1
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-20,-4,-1,-1,-3,8,-1
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-21,-3,0,-3,-2,10,-2
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-22,-5,-1,-8,-3,2,1
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-23,-5,0,-7,-7,0,1
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-24,-5,1,-3,-4,11,-2
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-25,-4,1,-3,-6,11,-2
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-26,-6,-3,1,-5,8,-1
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-27,-9,-5,-11,-7,7,0
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-28,-5,0,-14,-9,10,0
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-02-29,-1,6,-11,-6,3,1
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-01,3,9,-4,-3,4,0
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-02,-1,7,-1,-2,12,-2
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-03,0,6,1,-3,12,-2
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-04,-1,3,2,-2,10,-2
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-05,-2,2,1,-3,10,-2
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-06,-1,3,-3,0,13,-2
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-07,-2,1,-7,-3,3,1
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-08,-6,0,-9,-6,-1,1
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-09,-5,3,-4,-4,12,-1
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-10,-4,1,-4,-5,11,-1
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-11,-5,17,-1,-5,9,-1
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-12,-8,9,-3,-6,6,0
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-13,-7,8,-7,-6,2,2
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-14,-12,10,-10,-8,-1,3
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-15,-23,5,-15,-20,-6,3
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-16,-45,12,-20,-37,-34,12
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-17,-71,-35,-43,-68,-64,23
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-18,-79,-55,-46,-71,-71,28
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-19,-76,-45,-49,-69,-70,27
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-20,-85,-69,-60,-80,-74,32
HN,Honduras,,,,,,ChIJzzG3cxp1ao8RZIL7toLe0X4,2020-03-21,-86,-72,-65,-80,-69,28
