country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-15,0,4,-1,-9,5,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-16,-2,3,-4,-6,4,2
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-17,-1,3,-2,-7,10,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-18,-1,3,0,-5,10,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-19,-1,0,0,-4,9,2
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-20,-2,0,1,-7,11,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-21,0,2,1,-8,17,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-22,0,4,-2,-14,5,3
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-23,2,4,-3,-12,6,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-24,1,3,-1,-6,9,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-25,3,4,3,-5,9,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-26,0,1,1,-4,8,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-27,1,3,2,-6,10,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-28,4,5,2,-3,14,0
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-02-29,1,5,-3,-7,7,0
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-01,1,5,-6,-7,6,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-02,1,5,-2,-3,11,0
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-03,2,4,-1,-4,10,0
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-04,-2,1,-3,-4,7,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-05,-1,4,1,-6,10,0
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-06,0,3,3,-6,8,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-07,1,6,0,-11,5,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-08,6,7,8,-11,2,-1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-09,0,3,5,-4,-41,5
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-10,1,7,1,-4,13,0
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-11,-2,1,0,-8,11,2
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-12,-2,2,-1,-9,15,1
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-13,-2,2,-2,-12,21,2
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-14,-5,1,-6,-18,10,3
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-15,-6,1,-5,-17,10,3
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-16,-3,4,-3,-11,13,2
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-17,-7,3,-3,-15,12,2
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-18,-11,-2,-5,-16,9,4
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-19,-11,0,-3,-12,6,4
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-20,-14,0,-6,-9,2,6
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-21,-19,-6,-13,-18,4,5
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-22,-24,-10,-13,-26,2,6
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-23,-20,-8,-6,-21,-10,6
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-24,-24,-7,-5,-25,-12,6
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-25,-30,-11,-7,-29,-16,9
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-26,-34,-16,-8,-34,-16,9
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-27,-39,-19,-12,-39,-13,12
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-28,-43,-23,-19,-46,-8,11
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-29,-45,-23,-18,-47,-9,11
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-30,-42,-25,-14,-42,-27,13
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-03-31,-40,-19,-9,-36,-30,10
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-01,-53,-36,-13,-58,-45,16
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-02,-55,-38,-14,-62,-45,17
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-03,-56,-38,-17,-65,-41,20
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-04,-59,-40,-24,-68,-26,16
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-05,-59,-41,-23,-67,-19,15
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-06,-55,-38,-16,-66,-49,18
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-07,-56,-37,-14,-65,-49,17
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-08,-58,-40,-15,-66,-49,18
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-09,-58,-39,-16,-67,-47,19
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-10,-60,-38,-19,-68,-43,22
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-11,-59,-40,-26,-68,-20,17
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-12,-62,-42,-26,-70,-20,17
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-13,-58,-35,-14,-68,-59,20
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-14,-59,-38,-11,-67,-61,17
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-15,-60,-40,-12,-67,-61,19
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-16,-59,-41,-12,-67,-60,18
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-17,-62,-42,-18,-72,-54,22
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-18,-60,-41,-26,-67,-28,16
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-19,-58,-41,-27,-67,-16,15
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-20,-50,-32,-16,-60,-39,15
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-21,-50,-30,-14,-59,-41,14
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-22,-53,-38,-18,-61,-41,15
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-23,-50,-34,-13,-61,-39,13
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-24,-54,-38,-20,-64,-35,17
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-25,-52,-33,-24,-63,-16,13
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-26,-52,-35,-23,-64,-9,13
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-27,-47,-30,-16,-59,-37,14
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-28,-46,-27,-11,-58,-38,12
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-29,-47,-30,-12,-58,-38,13
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-04-30,-45,-26,-11,-56,-36,12
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-05-01,-49,-29,-14,-62,-49,17
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-05-02,-46,-27,-20,-58,-13,10
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-05-03,-44,-26,-20,-58,-5,9
LA,Laos,,,,,,ChIJiUWCsFeQFDERgc2ZH0iSxQ4,2020-05-04,-30,-15,-10,-48,-21,8
